mgmtID,name,market,state
28039,Madison Park Financial,San Francisco,CA
24136,Greystar,San Francisco,CA
28039,Madison Park Financial,San Francisco,CA
25815,The Related Companies (aka Simply Better Management),San Francisco,CA
28177,The John Stewart Company,San Francisco,CA
26831,FPI Management,San Francisco,CA
28598,Emerald Properties,San Francisco,CA
27969,E & S Ring Management Corporation,San Francisco,CA
28605,Barcelon Associates Management,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
24136,Greystar,San Francisco,CA
26831,FPI Management,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
28602,Aeris Property Management,San Francisco,CA
28686,Maximus Real Estate Partners,San Francisco,CA
28194,Eden Housing,San Francisco,CA
28598,Emerald Properties,San Francisco,CA
28194,Eden Housing,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
28459,EAH Housing,San Francisco,CA
28089,USA Multifamily Management AKA USA Properties Fund,San Francisco,CA
24136,Greystar,San Francisco,CA
24136,Greystar,San Francisco,CA
24482,Fairfield Residential LLC,Orange County,CA
28196,Anton Residential aka Anton Development,San Francisco,CA
24707,Berkshire Residential Investments AKA Berkshire Group,San Francisco,CA
24486,Equity Residential,San Francisco,CA
27918,Essex Property Trust AKA Essex Apartment Homes,San Francisco,CA
24146,Bell Partners (aka Bell Apartment Living),San Francisco,CA
24136,Greystar,San Francisco,CA
24136,Greystar,San Francisco,CA
24832,AMC (Apartment Management Consultants),San Francisco,CA
28364,RW Zukin Real Estate Services,San Francisco,CA
26831,FPI Management,San Francisco,CA
28666,S-101 Management,San Francisco,CA
28177,The John Stewart Company,San Francisco,CA
24136,Greystar,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
28039,Madison Park Financial,San Francisco,CA
24984,Alliance Residential,San Francisco,CA
28645,Brookfield Properties FKA Forest City Residential,San Francisco,CA
27918,Essex Property Trust AKA Essex Apartment Homes,San Francisco,CA
25105,Pinnacle,San Francisco,CA
25498,Mercy Housing,San Francisco,CA
28684,163rd Avenue Investors LLC,San Francisco,CA
28681,Rafanelli and Nahas,San Francisco,CA
24984,Alliance Residential,San Francisco,CA
24482,Fairfield Residential LLC,San Francisco,CA
28039,Madison Park Financial,San Francisco,CA
28194,Eden Housing,San Francisco,CA
26615,MG Properties Group,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
28178,Bridge Housing,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
25406,Winn Companies,San Francisco,CA
27087,Klingbeil Capital Management (KCM),San Francisco,CA
28459,EAH Housing,San Francisco,CA
25406,Winn Companies,San Francisco,CA
25815,The Related Companies (aka Simply Better Management),San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
28178,Bridge Housing,San Francisco,CA
25707,Steadfast Companies,San Francisco,CA
26831,FPI Management,San Francisco,CA
24136,Greystar,San Francisco,CA
24482,Fairfield Residential LLC,San Francisco,CA
26026,Castle Management,San Francisco,CA
28406,Woodmont Real Estate Services,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
28459,EAH Housing,San Francisco,CA
25406,Winn Companies,San Francisco,CA
26026,Castle Management,San Francisco,CA
24984,Alliance Residential,San Francisco,CA
24832,AMC (Apartment Management Consultants),San Francisco,CA
24486,Equity Residential,San Francisco,CA
26831,FPI Management,San Francisco,CA
28100,Goldrich & Kest Inc.,San Francisco,CA
24309,Windsor Communities (GID Companies),San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
28365,JMK Investments,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
24179,IMT Residential,San Francisco,CA
28864,Domino Realty Management Company,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
28745,Satellite Affordable Housing Associates aka SAHA,San Francisco,CA
27087,Klingbeil Capital Management (KCM),San Francisco,CA
28178,Bridge Housing,San Francisco,CA
26026,Castle Management,San Francisco,CA
24486,Equity Residential,San Francisco,CA
24847,Sequoia Equities,San Francisco,CA
28154,The Jacobson Company,San Francisco,CA
26831,FPI Management,San Francisco,CA
24847,Sequoia Equities,San Francisco,CA
27894,Hall Equities Group,San Francisco,CA
24847,Sequoia Equities,San Francisco,CA
24984,Alliance Residential,San Francisco,CA
28600,Vasona Management,San Francisco,CA
25707,Steadfast Companies,San Francisco,CA
28419,AWI Management Corporation,San Francisco,CA
28605,Barcelon Associates Management,San Francisco,CA
28177,The John Stewart Company,San Francisco,CA
26703,Legacy Partners,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
28585,Sierra Pacific Properties,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
26606,PRIME Residential,San Francisco,CA
26026,Castle Management,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
27917,Bunting Management Group Inc.,San Francisco,CA
28666,S-101 Management,San Francisco,CA
28600,Vasona Management,San Francisco,CA
27911,Prometheus,San Francisco,CA
28673,Vaughn Management (VMCo),San Francisco,CA
28600,Vasona Management,San Francisco,CA
28600,Vasona Management,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
28665,Citrus Property Management,San Francisco,CA
24171,JKL Corp,San Francisco,CA
24171,JKL Corp,San Francisco,CA
24934,ConAm Management Corp,San Francisco,CA
28194,Eden Housing,San Francisco,CA
26606,PRIME Residential,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
28030,New Standard Equities,San Francisco,CA
24984,Alliance Residential,San Francisco,CA
28100,Goldrich & Kest Inc.,San Francisco,CA
28611,Davidon Homes,San Francisco,CA
28089,USA Multifamily Management AKA USA Properties Fund,San Francisco,CA
28598,Emerald Properties,San Francisco,CA
26831,FPI Management,San Francisco,CA
28585,Sierra Pacific Properties,San Francisco,CA
28585,Sierra Pacific Properties,San Francisco,CA
24847,Sequoia Equities,San Francisco,CA
28185,LPM - Logan Property Management,San Francisco,CA
28194,Eden Housing,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
28419,AWI Management Corporation,San Francisco,CA
25406,Winn Companies,San Francisco,CA
28585,Sierra Pacific Properties,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
28313,Domus Management Company,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
24934,ConAm Management Corp,San Francisco,CA
28460,Cambridge Management Company,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
26831,FPI Management,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
28611,Davidon Homes,San Francisco,CA
26831,FPI Management,San Francisco,CA
26831,FPI Management,San Francisco,CA
28630,Kadami Enterprises  LP,San Francisco,CA
24309,Windsor Communities (GID Companies),San Francisco,CA
28561,Platinum Realty Management,San Francisco,CA
24482,Fairfield Residential LLC,San Francisco,CA
26831,FPI Management,San Francisco,CA
28562,Reliant Property Management aka The Reliant Group,San Francisco,CA
25750,American Management Group,San Francisco,CA
24482,Fairfield Residential LLC,San Francisco,CA
24894,JRK Property Holdings (JRK Residential),San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
28205,Aperto Property Management,San Francisco,CA
28170,RPM Company,San Francisco,CA
28585,Sierra Pacific Properties,San Francisco,CA
26831,FPI Management,San Francisco,CA
27918,Essex Property Trust AKA Essex Apartment Homes,San Francisco,CA
27918,Essex Property Trust AKA Essex Apartment Homes,San Francisco,CA
26518,Fairfield Property Management,San Francisco,CA
24984,Alliance Residential,San Francisco,CA
24984,Alliance Residential,San Francisco,CA
28605,Barcelon Associates Management,San Francisco,CA
24984,Alliance Residential,San Francisco,CA
26115,Avalon Bay (Avalon Communities),San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
28177,The John Stewart Company,San Francisco,CA
26831,FPI Management,San Francisco,CA
25105,Pinnacle,San Francisco,CA
27911,Prometheus,San Francisco,CA
26115,Avalon Bay (Avalon Communities),San Francisco,CA
24219,Bridge Property Management AKA Bridge Investment Group,San Francisco,CA
25105,Pinnacle,San Francisco,CA
24847,Sequoia Equities,San Francisco,CA
28621,Saratoga Capital,San Francisco,CA
28600,Vasona Management,San Francisco,CA
28092,Decron Properties Corp.,San Francisco,CA
24984,Alliance Residential,San Francisco,CA
28460,Cambridge Management Company,San Francisco,CA
27944,First Pointe Management Group (aka The Ezralow Company),San Francisco,CA
26831,FPI Management,San Francisco,CA
26831,FPI Management,San Francisco,CA
28092,Decron Properties Corp.,San Francisco,CA
28611,Davidon Homes,San Francisco,CA
27894,Hall Equities Group,San Francisco,CA
27894,Hall Equities Group,San Francisco,CA
25105,Pinnacle,San Francisco,CA
27918,Essex Property Trust AKA Essex Apartment Homes,San Francisco,CA
28800,Claremont Homes  Inc.,San Francisco,CA
24136,Greystar,San Francisco,CA
28598,Emerald Properties,San Francisco,CA
26703,Legacy Partners,San Francisco,CA
27918,Essex Property Trust AKA Essex Apartment Homes,San Francisco,CA
24486,Equity Residential,San Francisco,CA
28178,Bridge Housing,San Francisco,CA
27201,Toll Brothers (AKA Shapell Properties),San Francisco,CA
27201,Toll Brothers (AKA Shapell Properties),San Francisco,CA
28203,Human Good,San Francisco,CA
24832,AMC (Apartment Management Consultants),San Francisco,CA
24984,Alliance Residential,San Francisco,CA
26831,FPI Management,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
28908,Park Place Asset Management,San Francisco,CA
26596,Dick James & Associates,San Francisco,CA
26596,Dick James & Associates,San Francisco,CA
28460,Cambridge Management Company,San Francisco,CA
28600,Vasona Management,San Francisco,CA
28600,Vasona Management,San Francisco,CA
28412,Broadway Management Company,San Francisco,CA
26026,Castle Management,San Francisco,CA
26691,Investors Capital Group- ICG (Avenue 5 Residential),San Francisco,CA
26831,FPI Management,San Francisco,CA
28170,RPM Company,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
27087,Klingbeil Capital Management (KCM),San Francisco,CA
28602,Aeris Property Management,San Francisco,CA
24136,Greystar,San Francisco,CA
28762,Kalco Property Management,San Francisco,CA
27087,Klingbeil Capital Management (KCM),San Francisco,CA
28096,Sack Properties,San Francisco,CA
24482,Fairfield Residential LLC,San Francisco,CA
24984,Alliance Residential,San Francisco,CA
24847,Sequoia Equities,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
27889,Cambridge Real Estate Services,San Francisco,CA
28194,Eden Housing,San Francisco,CA
28194,Eden Housing,San Francisco,CA
28462,Hyder Co,San Francisco,CA
28408,Westcal Management,San Francisco,CA
28908,Park Place Asset Management,San Francisco,CA
28809,RG Hill & Company,San Francisco,CA
26285,CMC (Century Management Consultants  Inc.),San Francisco,CA
26831,FPI Management,San Francisco,CA
24486,Equity Residential,San Francisco,CA
25406,Winn Companies,San Francisco,CA
28089,USA Multifamily Management AKA USA Properties Fund,San Francisco,CA
27918,Essex Property Trust AKA Essex Apartment Homes,San Francisco,CA
24136,Greystar,San Francisco,CA
28459,EAH Housing,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
27918,Essex Property Trust AKA Essex Apartment Homes,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
27918,Essex Property Trust AKA Essex Apartment Homes,San Francisco,CA
27087,Klingbeil Capital Management (KCM),San Francisco,CA
27201,Toll Brothers (AKA Shapell Properties),San Francisco,CA
24984,Alliance Residential,San Francisco,CA
26758,Alliance Management Inc.,San Francisco,CA
26115,Avalon Bay (Avalon Communities),San Francisco,CA
25105,Pinnacle,San Francisco,CA
28460,Cambridge Management Company,San Francisco,CA
24847,Sequoia Equities,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
26831,FPI Management,San Francisco,CA
27911,Prometheus,San Francisco,CA
26115,Avalon Bay (Avalon Communities),San Francisco,CA
24707,Berkshire Residential Investments AKA Berkshire Group,San Francisco,CA
25258,Holiday Retirement,San Francisco,CA
28629,St. Anton Capital,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
27918,Essex Property Trust AKA Essex Apartment Homes,San Francisco,CA
25498,Mercy Housing,San Francisco,CA
28802,Real Property Analysts,San Francisco,CA
28600,Vasona Management,San Francisco,CA
25498,Mercy Housing,San Francisco,CA
26861,Silva Markham,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
24736,Privately Owned and Managed,San Francisco,CA
25406,Winn Companies,Sacramento,CA
24736,Privately Owned and Managed,Sacramento,CA
28378,Vertus Properties Inc.,Sacramento,CA
28419,AWI Management Corporation,Sacramento,CA
26769,Brown Investment Properties,Sacramento,CA
25034,Sandalwood Management Inc,Sacramento,CA
28406,Woodmont Real Estate Services,Sacramento,CA
24955,RCMI Group,Sacramento,CA
26831,FPI Management,Sacramento,CA
26831,FPI Management,Sacramento,CA
26831,FPI Management,Sacramento,CA
26831,FPI Management,Sacramento,CA
24736,Privately Owned and Managed,Sacramento,CA
26831,FPI Management,Sacramento,CA
25498,Mercy Housing,Sacramento,CA
25498,Mercy Housing,Sacramento,CA
28205,Aperto Property Management,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28085,Satellite Management Company,Los Angeles,CA
27266,MGR Real Estate (Management),Los Angeles,CA
27266,MGR Real Estate (Management),Los Angeles,CA
28100,Goldrich & Kest Inc.,Los Angeles,CA
28100,Goldrich & Kest Inc.,Los Angeles,CA
25348,Winthrop Management,Los Angeles,CA
24073,United Dominion Realty (UDR),Los Angeles,CA
24073,United Dominion Realty (UDR),Los Angeles,CA
28081,Moss & Company,Los Angeles,CA
26611,Holland Residential (aka Holland Partner Group),Los Angeles,CA
26611,Holland Residential (aka Holland Partner Group),Los Angeles,CA
27918,Essex Property Trust AKA Essex Apartment Homes,Los Angeles,CA
24486,Equity Residential,Los Angeles,CA
26611,Holland Residential (aka Holland Partner Group),Los Angeles,CA
24136,Greystar,Los Angeles,CA
27918,Essex Property Trust AKA Essex Apartment Homes,Los Angeles,CA
24136,Greystar,Los Angeles,CA
25294,Wood Partners - aka Wood Residential,Los Angeles,CA
25089,Lincoln Property Company,Los Angeles,CA
24136,Greystar,Los Angeles,CA
24136,Greystar,Los Angeles,CA
25105,Pinnacle,Los Angeles,CA
27918,Essex Property Trust AKA Essex Apartment Homes,Los Angeles,CA
26606,PRIME Residential,Los Angeles,CA
28279,Frost Chaddock Developers  LLC,Los Angeles,CA
24073,United Dominion Realty (UDR),Los Angeles,CA
27305,Western National Property Management AKA Western National Group,Los Angeles,CA
24309,Windsor Communities (GID Companies),Los Angeles,CA
24136,Greystar,Los Angeles,CA
26115,Avalon Bay (Avalon Communities),Los Angeles,CA
24136,Greystar,Los Angeles,CA
27520,Sierra Realty & Management,Los Angeles,CA
26831,FPI Management,Los Angeles,CA
28079,Greystone Management Group,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24136,Greystar,Los Angeles,CA
24136,Greystar,Los Angeles,CA
24486,Equity Residential,Los Angeles,CA
24984,Alliance Residential,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28219,Harrison Properties,Los Angeles,CA
27918,Essex Property Trust AKA Essex Apartment Homes,Los Angeles,CA
28159,Carlo Inc.,Los Angeles,CA
28115,Anchor Pacifica Group,Los Angeles,CA
28645,Brookfield Properties FKA Forest City Residential,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
27918,Essex Property Trust AKA Essex Apartment Homes,Los Angeles,CA
27918,Essex Property Trust AKA Essex Apartment Homes,Los Angeles,CA
26791,Sares-Regis Group,Los Angeles,CA
25052,AIMCO,Los Angeles,CA
24806,Simpson Property Group (aka Simpson Housing),Los Angeles,CA
25089,Lincoln Property Company,Los Angeles,CA
26791,Sares-Regis Group,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28081,Moss & Company,Los Angeles,CA
27918,Essex Property Trust AKA Essex Apartment Homes,Los Angeles,CA
28081,Moss & Company,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24832,AMC (Apartment Management Consultants),Los Angeles,CA
26611,Holland Residential (aka Holland Partner Group),Los Angeles,CA
25052,AIMCO,Los Angeles,CA
27918,Essex Property Trust AKA Essex Apartment Homes,Los Angeles,CA
27352,R. W. Selby,Los Angeles,CA
28081,Moss & Company,Los Angeles,CA
25815,The Related Companies (aka Simply Better Management),Los Angeles,CA
26611,Holland Residential (aka Holland Partner Group),Los Angeles,CA
26201,Mill Creek Residential Trust,Los Angeles,CA
24984,Alliance Residential,Los Angeles,CA
27918,Essex Property Trust AKA Essex Apartment Homes,Los Angeles,CA
28147,Polaris Property Management aka MWest Holdings LLC,Los Angeles,CA
24984,Alliance Residential,Los Angeles,CA
28081,Moss & Company,Los Angeles,CA
28132,California Landmark Group (CLG),Los Angeles,CA
28147,Polaris Property Management aka MWest Holdings LLC,Los Angeles,CA
28132,California Landmark Group (CLG),Los Angeles,CA
24486,Equity Residential,Los Angeles,CA
24486,Equity Residential,Los Angeles,CA
24309,Windsor Communities (GID Companies),Los Angeles,CA
28159,Carlo Inc.,Los Angeles,CA
26831,FPI Management,Los Angeles,CA
24486,Equity Residential,Los Angeles,CA
24984,Alliance Residential,Los Angeles,CA
28081,Moss & Company,Los Angeles,CA
28102,Jones & Jones Management Group,Los Angeles,CA
28092,Decron Properties Corp.,Los Angeles,CA
28092,Decron Properties Corp.,Los Angeles,CA
28114,Triumph Properties Group,Los Angeles,CA
24784,Camden Property Trust,Los Angeles,CA
28092,Decron Properties Corp.,Los Angeles,CA
28092,Decron Properties Corp.,Los Angeles,CA
25052,AIMCO,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24164,AMLI Residential,Los Angeles,CA
25089,Lincoln Property Company,Los Angeles,CA
27352,R. W. Selby,Los Angeles,CA
28435,Silton Group,Los Angeles,CA
24309,Windsor Communities (GID Companies),Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
26115,Avalon Bay (Avalon Communities),Los Angeles,CA
24136,Greystar,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28115,Anchor Pacifica Group,Los Angeles,CA
28081,Moss & Company,Los Angeles,CA
24486,Equity Residential,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
28094,GHP Management Corp,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24136,Greystar,Los Angeles,CA
28147,Polaris Property Management aka MWest Holdings LLC,Los Angeles,CA
28115,Anchor Pacifica Group,Los Angeles,CA
24984,Alliance Residential,Los Angeles,CA
24486,Equity Residential,Los Angeles,CA
28100,Goldrich & Kest Inc.,Los Angeles,CA
24136,Greystar,Los Angeles,CA
28081,Moss & Company,Los Angeles,CA
26831,FPI Management,Los Angeles,CA
29075,Deels Properties,Los Angeles,CA
28092,Decron Properties Corp.,Los Angeles,CA
24984,Alliance Residential,Los Angeles,CA
27352,R. W. Selby,Los Angeles,CA
28246,The Roberts Company,Los Angeles,CA
28136,Beverly Hills Properties,Los Angeles,CA
25691,CIM Group,Los Angeles,CA
24136,Greystar,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
26115,Avalon Bay (Avalon Communities),Los Angeles,CA
28102,Jones & Jones Management Group,Los Angeles,CA
28645,Brookfield Properties FKA Forest City Residential,Los Angeles,CA
28119,PMA - Property Management Associates,Los Angeles,CA
24984,Alliance Residential,Los Angeles,CA
28645,Brookfield Properties FKA Forest City Residential,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
26964,Anza Management Company,Los Angeles,CA
24486,Equity Residential,Los Angeles,CA
25105,Pinnacle,Los Angeles,CA
28136,Beverly Hills Properties,Los Angeles,CA
28100,Goldrich & Kest Inc.,Los Angeles,CA
26115,Avalon Bay (Avalon Communities),Los Angeles,CA
24848,Francis Property Management,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
27352,R. W. Selby,Los Angeles,CA
28136,Beverly Hills Properties,Los Angeles,CA
24136,Greystar,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
25052,AIMCO,Los Angeles,CA
24486,Equity Residential,Los Angeles,CA
26115,Avalon Bay (Avalon Communities),Los Angeles,CA
24486,Equity Residential,Los Angeles,CA
24736,Privately Owned and Managed,Los Angeles,CA
24486,Equity Residential,Los Angeles,CA
24486,Equity Residential,Los Angeles,CA
27918,Essex Property Trust AKA Essex Apartment Homes,Los Angeles,CA
29103,HPG Management Inc.,Los Angeles,CA
28030,New Standard Equities,Los Angeles,CA
26800,Shea Apartment Living,Los Angeles,CA
24707,Berkshire Residential Investments AKA Berkshire Group,Los Angeles,CA
24309,Windsor Communities (GID Companies),Los Angeles,CA
28223,The Eberly Company,Los Angeles,CA
24486,Equity Residential,Los Angeles,CA
24136,Greystar,Los Angeles,CA
26831,FPI Management,Los Angeles,CA
28081,Moss & Company,Los Angeles,CA
24136,Greystar,Los Angeles,CA
28246,The Roberts Company,Los Angeles,CA
28094,GHP Management Corp,Los Angeles,CA
27352,R. W. Selby,Los Angeles,CA
26115,Avalon Bay (Avalon Communities),Los Angeles,CA
25526,Peak Campus Companies,Los Angeles,CA
24309,Windsor Communities (GID Companies),Los Angeles,CA
24309,Windsor Communities (GID Companies),Los Angeles,CA
25707,Steadfast Companies,Los Angeles,CA
